"BehaviorSpace results (NetLogo 5.3.1)"
"Model 12 Marketing Networking in Micro Firms version promotores 2_Estrategiav19.nlogo"
"Promoters vs WoM_sales"
"09/19/2016 14:12:31:595 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","0","0","0"
"[run number]","1","1","1","2","2","2","3","3","3","4","4","4","5","5","5","6","6","6","7","7","7","8","8","8","9","9","9","10","10","10"
"negative-process?","true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,
"beta","0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,
"nrunsatisfied","0.05",,,"0.05",,,"0.05",,,"0.05",,,"0.05",,,"0.05",,,"0.05",,,"0.05",,,"0.05",,,"0.05",,
"homophily","true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,
"uncertaintymax","0.25",,,"0.25",,,"0.25",,,"0.25",,,"0.25",,,"0.25",,,"0.25",,,"0.25",,,"0.25",,,"0.25",,
"D","2",,,"2",,,"2",,,"2",,,"2",,,"2",,,"2",,,"2",,,"2",,,"2",,
"down-random","0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,
"owner-product","10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,
"nrpromoter","0.2",,,"0.2",,,"0.2",,,"0.2",,,"0.2",,,"0.2",,,"0.2",,,"0.2",,,"0.2",,,"0.2",,
"nrinitproducts","10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,
"utilitymin","0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,
"nrowners","1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,
"average-node-degree","10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,
"max-contacts-day","15",,,"15",,,"15",,,"15",,,"15",,,"15",,,"15",,,"15",,,"15",,,"15",,
"strategies","""brokerage-grow-size-connect-promoters""",,,"""brokerage-grow-size-connect-promoters""",,,"""brokerage-grow-size-connect-promoters""",,,"""brokerage-grow-size-connect-promoters""",,,"""brokerage-grow-size-connect-promoters""",,,"""brokerage-grow-size-connect-promoters""",,,"""brokerage-grow-size-connect-promoters""",,,"""brokerage-grow-size-connect-promoters""",,,"""brokerage-grow-size-connect-promoters""",,,"""brokerage-grow-size-connect-promoters""",,
"satisfaction-force","1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,
"nrproducts","10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,
"diffusion-process?","true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,
"advertisement2","1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,
"heterobeta","true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,
"fullknowledge","false",,,"false",,,"false",,,"false",,,"false",,,"false",,,"false",,,"false",,,"false",,,"false",,
"market-process?","true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,
"probbuying","0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,
"market","2000",,,"2000",,,"2000",,,"2000",,,"2000",,,"2000",,,"2000",,,"2000",,,"2000",,,"2000",,
"unsatisfaction-force","1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,
"[reporter]","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters"
"[final]","10","0","3","10","5","5","5","0","1","2","0","3","5","0","1","13","0","0","5","0","2","7","2","6","8","0","1","5","1","5"
"[min]","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"[max]","125","125","100","131","130","98","129","129","104","124","122","105","121","121","100","119","119","101","135","135","105","130","130","98","126","126","96","129","129","105"
"[mean]","31.594059405940595","29.554455445544555","27.03960396039604","32.54455445544554","30.18811881188119","27.326732673267326","31.801980198019802","29.85148514851485","26.702970297029704","31.247524752475247","29.168316831683168","27","32.445544554455445","30.02970297029703","27.326732673267326","31.762376237623762","29.92079207920792","27.168316831683168","31.465346534653467","29.663366336633665","27.178217821782177","32.48514851485149","29.88118811881188","27.376237623762375","31.84158415841584","29.603960396039604","26.722772277227723","32.01980198019802","30.10891089108911","27.722772277227723"
"[steps]","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"

"[all run data]","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"23","23","1","24","24","1","34","34","2","24","24","1","24","24","1","24","24","1","34","34","2","24","24","1","24","24","1","0","0","1"
