"BehaviorSpace results (NetLogo 5.3.1)"
"Model 12 Marketing Networking in Micro Firms version promotores 2_Estrategiav19.nlogo"
"Promoters vs WoM_sales"
"09/19/2016 14:10:37:978 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","0","0","0"
"[run number]","1","1","1","2","2","2","3","3","3","4","4","4","5","5","5","6","6","6","7","7","7","8","8","8","9","9","9","10","10","10"
"negative-process?","true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,
"beta","0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,
"nrunsatisfied","0.05",,,"0.05",,,"0.05",,,"0.05",,,"0.05",,,"0.05",,,"0.05",,,"0.05",,,"0.05",,,"0.05",,
"homophily","true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,
"uncertaintymax","0.25",,,"0.25",,,"0.25",,,"0.25",,,"0.25",,,"0.25",,,"0.25",,,"0.25",,,"0.25",,,"0.25",,
"D","2",,,"2",,,"2",,,"2",,,"2",,,"2",,,"2",,,"2",,,"2",,,"2",,
"down-random","0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,
"owner-product","10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,
"nrpromoter","0.15",,,"0.15",,,"0.15",,,"0.15",,,"0.15",,,"0.15",,,"0.15",,,"0.15",,,"0.15",,,"0.15",,
"nrinitproducts","10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,
"utilitymin","0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,
"nrowners","1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,
"average-node-degree","10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,
"max-contacts-day","15",,,"15",,,"15",,,"15",,,"15",,,"15",,,"15",,,"15",,,"15",,,"15",,
"strategies","""brokerage-grow-size-connect-promoters""",,,"""brokerage-grow-size-connect-promoters""",,,"""brokerage-grow-size-connect-promoters""",,,"""brokerage-grow-size-connect-promoters""",,,"""brokerage-grow-size-connect-promoters""",,,"""brokerage-grow-size-connect-promoters""",,,"""brokerage-grow-size-connect-promoters""",,,"""brokerage-grow-size-connect-promoters""",,,"""brokerage-grow-size-connect-promoters""",,,"""brokerage-grow-size-connect-promoters""",,
"satisfaction-force","1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,
"nrproducts","10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,
"diffusion-process?","true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,
"advertisement2","1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,
"heterobeta","true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,
"fullknowledge","false",,,"false",,,"false",,,"false",,,"false",,,"false",,,"false",,,"false",,,"false",,,"false",,
"market-process?","true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,
"probbuying","0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,
"market","2000",,,"2000",,,"2000",,,"2000",,,"2000",,,"2000",,,"2000",,,"2000",,,"2000",,,"2000",,
"unsatisfaction-force","1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,
"[reporter]","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters"
"[final]","19","15","8","2","0","1","3","0","0","11","8","6","3","1","1","2","0","0","18","16","1","6","4","6","5","4","1","9","6","1"
"[min]","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"[max]","84","84","51","100","100","52","90","90","58","101","100","54","99","99","56","89","89","51","73","73","46","92","92","52","101","101","56","87","87","52"
"[mean]","10.841584158415841","9.584158415841584","7.514851485148514","10.514851485148515","9.257425742574258","6.930693069306931","11.801980198019802","10.633663366336634","8.108910891089108","10.792079207920793","9.425742574257425","7.326732673267327","9.891089108910892","8.891089108910892","6.861386138613861","10.811881188118813","10.089108910891088","7.752475247524752","10.009900990099009","8.94059405940594","6.782178217821782","11.326732673267326","10.297029702970297","8.198019801980198","10.386138613861386","9.356435643564357","7.158415841584159","10.495049504950495","9.386138613861386","7.207920792079208"
"[steps]","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"

"[all run data]","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"24","24","1","23","23","1","0","0","1","24","24","1","34","34","2","24","24","1","23","23","1","23","23","1","35","35","2","0","0","1"
