"BehaviorSpace results (NetLogo 5.3.1)"
"Model 12 Marketing Networking in Micro Firms version promotores 2_Estrategiav19.nlogo"
"Promoters vs WoM_sales"
"09/19/2016 15:57:35:085 -0500"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","0","0","0"
"[run number]","1","1","1","2","2","2","3","3","3","4","4","4","5","5","5","6","6","6","7","7","7","8","8","8","9","9","9","10","10","10"
"negative-process?","true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,
"beta","0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,
"nrunsatisfied","0.05",,,"0.05",,,"0.05",,,"0.05",,,"0.05",,,"0.05",,,"0.05",,,"0.05",,,"0.05",,,"0.05",,
"homophily","true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,
"uncertaintymax","0.25",,,"0.25",,,"0.25",,,"0.25",,,"0.25",,,"0.25",,,"0.25",,,"0.25",,,"0.25",,,"0.25",,
"D","2",,,"2",,,"2",,,"2",,,"2",,,"2",,,"2",,,"2",,,"2",,,"2",,
"down-random","0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,
"owner-product","10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,
"nrpromoter","0.15",,,"0.15",,,"0.15",,,"0.15",,,"0.15",,,"0.15",,,"0.15",,,"0.15",,,"0.15",,,"0.15",,
"nrinitproducts","10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,
"utilitymin","0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,,"0.5",,
"nrowners","1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,
"average-node-degree","10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,
"max-contacts-day","15",,,"15",,,"15",,,"15",,,"15",,,"15",,,"15",,,"15",,,"15",,,"15",,
"strategies","""brokerage-grow-size-connect-promoters""",,,"""brokerage-grow-size-connect-promoters""",,,"""brokerage-grow-size-connect-promoters""",,,"""brokerage-grow-size-connect-promoters""",,,"""brokerage-grow-size-connect-promoters""",,,"""brokerage-grow-size-connect-promoters""",,,"""brokerage-grow-size-connect-promoters""",,,"""brokerage-grow-size-connect-promoters""",,,"""brokerage-grow-size-connect-promoters""",,,"""brokerage-grow-size-connect-promoters""",,
"satisfaction-force","0.2",,,"0.2",,,"0.2",,,"0.2",,,"0.2",,,"0.2",,,"0.2",,,"0.2",,,"0.2",,,"0.2",,
"nrproducts","10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,,"10",,
"diffusion-process?","true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,
"advertisement2","1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,
"heterobeta","true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,
"fullknowledge","false",,,"false",,,"false",,,"false",,,"false",,,"false",,,"false",,,"false",,,"false",,,"false",,
"market-process?","true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,,"true",,
"probbuying","0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,,"0.1",,
"market","2000",,,"2000",,,"2000",,,"2000",,,"2000",,,"2000",,,"2000",,,"2000",,,"2000",,,"2000",,
"unsatisfaction-force","1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,,"1",,
"[reporter]","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters"
"[final]","2","0","0","0","0","0","1","0","1","0","0","4","2","0","0","0","0","2","0","0","1","2","0","2","0","0","3","2","0","5"
"[min]","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"[max]","25","25","19","2","0","9","35","35","17","35","34","8","29","29","23","23","23","9","19","19","11","30","30","8","35","35","16","31","31","24"
"[mean]","1.900990099009901","1.495049504950495","2.603960396039604","0.0891089108910891","0","0.22772277227722773","2.099009900990099","1.7524752475247525","2.4752475247524752","1.3366336633663367","1.2475247524752475","0.7722772277227723","2.5544554455445545","2.0396039603960396","3.2475247524752477","1.504950495049505","1.1782178217821782","1.5940594059405941","1.0792079207920793","0.8514851485148515","1.4851485148514851","0.9702970297029703","0.801980198019802","1.0594059405940595","3.1584158415841586","2.8118811881188117","4.089108910891089","4.366336633663367","3.9207920792079207","6.148514851485149"
"[steps]","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100"

"[all run data]","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters","WoM_sales","WoM_promoters","num_promoters"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
,"0","0","1","0","0","1","0","0","1","0","0","1","0","0","1","23","23","1","0","0","1","0","0","1","0","0","1","23","23","1"
